time,y0_index,beta,Ca,delta,Susceptible,Exposed,Infectious_asymptomatic,Infectious_pre-symptomatic,Infectious_mild,Infectious_severe,Hospitalized_recovered,Hospitalized_deceased,Recovered,Deceased,a
53,14.0,0.5,0.4250000119209289,0.1375000029802322,0.8400990714285713,0.0124525984933035,0.0107482632533482,0.0028504640066963,0.0082779296875,0.0006410515747069,0.0001836819981165,0.0010520801304408,0.0009149744873046,0.002996219517299,0
54,14.0,0.5,0.4250000119209289,0.1375000029802322,0.8328035267857142,0.0127390442243303,0.011059349469866,0.0029206201171874,0.0085212702287946,0.0006598960832867,0.0001907017342703,0.0010916738804407,0.0009401708635602,0.0031587091238838,0
55,14.0,0.5,0.4250000119209289,0.1375000029802322,0.8253735892857144,0.0130058568638392,0.0113585606863839,0.0029865909249441,0.0087556743861607,0.0006780486014229,0.0001976946781703,0.0011310309535434,0.0009663106951031,0.0033271855468749,0
56,14.0,0.5,0.4250000119209289,0.1375000029802322,0.8178227767857144,0.0132509962332589,0.0116439508928571,0.0030478896484374,0.0089796181640625,0.0006953909824916,0.0002046293661934,0.0011699675816126,0.0009933884015764,0.0035015988769531,0
57,14.0,0.5,0.4250000119209289,0.1375000029802322,0.8101655714285715,0.0134725929129464,0.0119135950055803,0.0031040537109374,0.0091915846819196,0.0007118058820451,0.0002114727870395,0.0012082922886439,0.0010213937377929,0.0036818711286272,0
58,14.0,0.5,0.4250000119209289,0.1375000029802322,0.8024172500000001,0.0136689144810267,0.0121656234654017,0.0031546529366629,0.0093900937499999,0.0007271786237443,0.0002181907414027,0.0012458065708704,0.0010503121686662,0.0038678947753906,0
59,14.0,0.5,0.4250000119209289,0.1375000029802322,0.7945939375000001,0.0138383751395089,0.0123982354910714,0.0031992872140066,0.0095737176339285,0.0007413986467633,0.0002247481035504,0.0012823074428012,0.00108012449428,0.0040595314592633,0
60,14.0,0.5,0.4250000119209289,0.1375000029802322,0.7867124017857143,0.0139796078404017,0.0126097307477678,0.0032375993303571,0.0097411015624999,0.0007543610055105,0.0002311091918944,0.0013175898263113,0.0011108068150111,0.0042566125837053,0
61,14.0,0.5,0.4250000119209289,0.1375000029802322,0.7787897232142856,0.0140914917689732,0.0127985365513392,0.0032692834472656,0.0098909835379464,0.0007659680786132,0.0002372380894251,0.0013514478236606,0.0011423302176338,0.0044589372209821,0
62,14.0,0.5,0.4250000119209289,0.1375000029802322,0.7708434464285714,0.0141730834263392,0.0129632271205357,0.0032940816824776,0.0100222198660714,0.0007761312430245,0.0002430990971156,0.0013836778041294,0.0011746610281807,0.0046662741350446,0
