time,y0_index,beta,Ca,delta,Susceptible,Exposed,Infectious_asymptomatic,Infectious_pre-symptomatic,Infectious_mild,Infectious_severe,Hospitalized_recovered,Hospitalized_deceased,Recovered,Deceased
40,6.0,0.09798438102006911,0.4250000119209289,0.1375000029802322,0.582277119047619,0.059877002232142824,0.048487283482142825,0.0137048725818452,0.03742797023809521,0.002898460984002957,0.0006307839297339428,0.003706551897321386,0.0006808365478515286,0.004322644252232099
41,6.0,0.09136003255844109,0.4250000119209289,0.1375000029802322,0.5483800178571429,0.06030084449404759,0.05067265104166664,0.013959421502976157,0.03928750892857139,0.0030424656343005715,0.0006891723225910999,0.004042654389880915,0.0007696720493861,0.004910036923363044
42,6.0,0.0851835278528077,0.4250000119209289,0.1375000029802322,0.5153408392857143,0.059868736607142814,0.05231052976190474,0.014019747767857114,0.04072949218749999,0.003154134207589243,0.0007461365559895286,0.004368350585937457,0.0008662871791294142,0.0055477023344493856
43,6.0,0.08264944702386849,0.4250000119209289,0.1375000029802322,0.4835966785714286,0.05861303869047616,0.05333763169642853,0.013884334263392814,0.0416938061755952,0.0032288118954612714,0.0008002415015810571,0.004675059244791642,0.0009703944498697428,0.0062334167596726
44,6.0,0.08264944702386849,0.4250000119209289,0.1375000029802322,0.4535096130952381,0.056610552083333314,0.05371958705357142,0.013562543154761885,0.04214259412202379,0.0032635665457588854,0.0008500565127417571,0.0049543096633184,0.001081512497674786,0.006963656622023771
45,6.0,0.0825319641402789,0.4250000119209289,0.1375000029802322,0.4253533333333333,0.053973355654761856,0.05345326785714283,0.01307341871279757,0.04206337723214282,0.003257431873139843,0.0008942411993117143,0.005198263718377929,0.0011989723888578571,0.007733654854910671
46,6.0,0.07863430785281311,0.4250000119209289,0.1375000029802322,0.3993093452380952,0.050836380952380904,0.05256586160714283,0.012443478980654728,0.041469540922619,0.0032114446614583,0.0009316267322358286,0.005400204473586286,0.001321935314360086,0.00853753692336307
47,6.0,0.07331814297607961,0.4250000119209289,0.1375000029802322,0.3754713214285714,0.04734414062499996,0.051111109374999956,0.011703893601190443,0.04039822581845236,0.0031284806547618575,0.0009612839587983286,0.005554936383928543,0.0014494208054315143,0.009368519159226157
48,6.0,0.06836138452802383,0.4250000119209289,0.1375000029802322,0.3538554017857143,0.043638456473214245,0.04916344196428568,0.010887546130952329,0.038906082589285663,0.0030129273623511715,0.0009825713471911857,0.005659055524553529,0.0015803422851562144,0.010219164620535685
49,6.0,0.06373973031129153,0.4250000119209289,0.1375000029802322,0.3344141309523809,0.03984884821428567,0.046810955357142824,0.010026396205357085,0.037063634672619014,0.002870246140252957,0.0009951585867745143,0.0057110725446428146,0.0017135474330356713,0.011081662946428542
50,6.0,0.0612282156944274,0.4250000119209289,0.1375000029802322,0.3170518601190476,0.03608600223214281,0.04414827120535713,0.009149412667410687,0.03494911160714283,0.002706495163690457,0.0009990262160528,0.005711380487351157,0.0018478602818080001,0.011948121837797572
51,6.0,0.0612282156944274,0.4250000119209289,0.1375000029802322,0.30163942559523804,0.03243852715773806,0.0412699933035714,0.008281219308035685,0.032642531622023775,0.0025278716052826856,0.0009944426618303142,0.005662094308035686,0.0019821221168154286,0.012810843749999943
52,6.0,0.0612282156944274,0.4250000119209289,0.1375000029802322,0.2880273363095238,0.02897243005952377,0.0382653880208333,0.007441436197916629,0.0302206465773809,0.0023403184523809,0.0009819251650855143,0.005566789806547572,0.0021152274693079856,0.013662563058035686
53,6.0,0.058839187558208154,0.4250000119209289,0.1375000029802322,0.2760562738095238,0.02573271316964283,0.03521454427083328,0.0066446206287201996,0.027753094122023786,0.0021492286086309143,0.0009621893136160428,0.005430177548363058,0.002246154482886857,0.014496645461309484
54,6.0,0.05486129543610976,0.4250000119209289,0.1375000029802322,0.2655654732142857,0.022746037946428543,0.03218599851190474,0.005900626581101158,0.025299883184523784,0.0019592495117187287,0.0009360933779761429,0.005257754789806514,0.0023739881417410287,0.015307239955357115
55,6.0,0.05115233202065737,0.4250000119209289,0.1375000029802322,0.25639851190476187,0.020024144345238058,0.02923567596726186,0.005215234188988058,0.022910139880952342,0.0017741852213541142,0.0009045831356956428,0.005055460937499957,0.0024979346168154145,0.016089360863095214
56,6.0,0.047694118427378744,0.4250000119209289,0.1375000029802322,0.24840733035714282,0.017567244977678528,0.026406923363095216,0.0045908996465773575,0.0206218960193452,0.0015969809570312143,0.0008686411365326857,0.004829369698660686,0.0026173312406993715,0.01683894177827377
57,6.0,0.0454241016081401,0.4250000119209289,0.1375000029802322,0.2414545863095238,0.015367175409226158,0.0237313024553571,0.004027515578497,0.01846265699404757,0.0014297673339843428,0.0008292432338169428,0.004585428478422586,0.0027316470424106716,0.017552822544642816
58,6.0,0.045358978211879696,0.4250000119209289,0.1375000029802322,0.2354148571428571,0.01341010918898807,0.021229869047619015,0.0035231139787946,0.016450525855654714,0.0012739458240326857,0.0007873236025855286,0.004329251162574372,0.0028404803757440286,0.018228731026785686
59,6.0,0.045358978211879696,0.4250000119209289,0.1375000029802322,0.23017491964285713,0.01167873307291663,0.0189147315848214,0.0030744657273065286,0.014595571242559486,0.0011302961774553142,0.0007437483607700286,0.0040659728422618715,0.0029435507812499715,0.018865205729166643
60,6.0,0.04402722045779223,0.4250000119209289,0.1375000029802322,0.22563356547619043,0.010153944661458301,0.0167906571800595,0.002677570591517814,0.012901322730654727,0.000999091901506657,0.0006992983979724428,0.003800152994791643,0.0030406885230654574,0.01946152157738093
61,6.0,0.0410507081874779,0.4250000119209289,0.1375000029802322,0.22170093154761902,0.008816081752232115,0.01485663076636903,0.0023280333891368575,0.011366212332589257,0.0008802113792782143,0.0006546590169270429,0.0035357275390624715,0.0031318229631696,0.020017598586309488
62,6.0,0.03827542705195286,0.4250000119209289,0.1375000029802322,0.2182977232142857,0.007645824590773786,0.013107272879464256,0.0020213414015996713,0.009984883649553545,0.0007732397925966857,0.0006104164399646142,0.0032759983723958,0.003216969401041643,0.020533905877976155
63,6.0,0.035687770162309854,0.4250000119209289,0.1375000029802322,0.2153542827380952,0.006624744419642828,0.01153407849702377,0.0017530634300595,0.008749335937499972,0.0006775577334449,0.0005670586751301858,0.0030236508091517427,0.0032962150297618574,0.02101136662946424
64,6.0,0.03374797478318213,0.4250000119209289,0.1375000029802322,0.2128096220238095,0.005735652855282714,0.010126446893601157,0.0015189760277157286,0.007649869419642843,0.0005924138997395286,0.0005249800618488857,0.0027807932710193143,0.0033697060546874712,0.021451266927083285
65,6.0,0.0336027555167675,0.4250000119209289,0.1375000029802322,0.21061049107142854,0.004962786737351157,0.008872520926339257,0.0013151406133742143,0.006675839006696385,0.0005169839332216857,0.0004844886242094,0.0025490078822544286,0.003437636532738071,0.02185517001488093
66,6.0,0.0336027555167675,0.4250000119209289,0.1375000029802322,0.2087105327380952,0.004291869884672586,0.007759845145089257,0.0011379454985118856,0.005816234840029743,0.0004504152832030857,0.00044581448218932856,0.0023294126906621714,0.003500236514136857,0.0222248448660714
67,6.0,0.03289571989859851,0.4250000119209289,0.1375000029802322,0.20706947619047616,0.0037100997023809144,0.006775861793154743,0.0009841191289992142,0.005060111839657701,0.0003918602992466143,0.0004091192917596143,0.0021227220517112716,0.0035577620442708,0.022562194940476142
68,6.0,0.030716749440346414,0.4250000119209289,0.1375000029802322,0.2056522708333333,0.0032060962611606997,0.005908283110119014,0.0008507296781993572,0.004396894763764843,0.0003405000988187857,0.0003745057256789143,0.0019293092215401286,0.0036104863281249573,0.02286921130952379
69,6.0,0.028640107384749775,0.4250000119209289,0.1375000029802322,0.20442859523809517,0.0027697809477306287,0.005145341703869015,0.0007351671433221286,0.0038165831473213857,0.0002955601719447,0.0003420264950706286,0.0017492649507068001,0.0036586943359374568,0.0231479192708333
70,6.0,0.02670385901417047,0.4250000119209289,0.1375000029802322,0.20337216369047617,0.0023922972702752573,0.004475961123511857,0.0006351237792968286,0.003309871233258886,0.0002563198736281,0.00031169310070215716,0.0015824518694196143,0.003702674479166643,0.023400337053571387
71,6.0,0.025397264088193535,0.4250000119209289,0.1375000029802322,0.20270284027777774,0.0021527712673610334,0.004046787109374967,0.0005716163601345,0.002986212890624967,0.00023125543891056664,0.000291257832845,0.0014708014322916,0.0037317871093750002,0.023566419270833302
0,6.0,0.5,0.6000000238418579,0.1375000029802322,0.9994563571428572,0.00025442429606114283,0.00011825323631644286,3.79541015625e-05,5.965646434965588e-05,9.80969356355213e-06,7.1270231519426625e-06,5.623631114051455e-06,2.5747766040620347e-05,2.3485290436517627e-06
1,6.0,0.5,0.6000000238418579,0.1375000029802322,0.9992898095238096,0.0002754151553199,0.00015084608096160003,5.468656194777716e-05,8.720326450892724e-05,1.0372459048316595e-05,6.692539215087891e-06,7.714794522240049e-06,2.6677000136602493e-05,3.360791842142741e-06
2,6.0,0.5,0.6000000238418579,0.1375000029802322,0.9990731666666666,0.00032584777541382856,0.00018425931222094285,6.617990475609188e-05,0.0001185944083077143,1.1708175840831938e-05,6.359784171694801e-06,9.804417292277018e-06,2.7554313659667972e-05,4.687051182701474e-06
3,6.0,0.48049080797604155,0.6000000238418579,0.1375000029802322,0.9988028690476191,0.00039612821451817144,0.00022382280040917144,7.988548351469493e-05,0.00015231646292545713,1.3555832817440942e-05,6.1428736732119605e-06,1.2060145786830356e-05,2.839450400216239e-05,6.34099006652832e-06
4,6.0,0.44800665974617004,0.6000000238418579,0.1375000029802322,0.9984696904761906,0.0004850930815196714,0.0002724548543293857,9.73336995442561e-05,0.00019070125906802855,1.599571555001395e-05,6.052463077363514e-06,1.4615714300246466e-05,2.9213849748883928e-05,8.3578245980399e-06
5,6.0,0.4177186403955732,0.6000000238418579,0.1375000029802322,0.9980605476190476,0.0005949606526692142,0.00033254708426335713,0.00011915195719397142,0.00023622372872482859,1.914953849429176e-05,6.102902003696986e-06,1.761739222208659e-05,3.0030294145856583e-05,1.0793872651599704e-05
6,6.0,0.38947827901159016,0.6000000238418579,0.1375000029802322,0.9975584523809523,0.0007298681989396857,0.0004066760835193,0.0001460917663573857,0.0002912395717075286,2.3150953565325056e-05,6.312625249226889e-06,2.1227520897274928e-05,3.08639893304734e-05,1.3728822435651506e-05
7,6.0,0.370940910918372,0.6000000238418579,0.1375000029802322,0.9969426666666666,0.0008951956263950429,0.0004979147658574714,0.00017918215651737144,0.0003582455357142286,2.815929449172247e-05,6.704487301054455e-06,2.5627561660039994e-05,3.173785582042876e-05,1.7268351963588172e-05
8,6.0,0.3704091012477875,0.6000000238418579,0.1375000029802322,0.9961877499999999,0.0010976823962983286,0.0006100055338541286,0.00021974261474604287,0.00044010549781432854,3.4372613089425225e-05,7.306719007946196e-06,3.1024816240583146e-05,3.2678237915039064e-05,2.1547505514962334e-05
9,6.0,0.3704091012477875,0.6000000238418579,0.1375000029802322,0.9952627976190477,0.0013454690057663286,0.0007475275413876,0.0002694108276366714,0.0005402318987164857,4.203863452729725e-05,8.154310135614305e-06,3.7661606198265444e-05,3.3715720767066594e-05,2.6735264732724143e-05
10,6.0,0.35953375697135925,0.6000000238418579,0.1375000029802322,0.9941298333333333,0.0016485183686755429,0.0009160582217261428,0.00033018192836211426,0.00066273550851,5.1464158557710195e-05,9.290679749988376e-06,4.5826036362420946e-05,3.488613673618861e-05,3.304066430954706e-05
11,6.0,0.3352270594664982,0.6000000238418579,0.1375000029802322,0.9927429166666667,0.0020189135509672143,0.0011224084588913141,0.00040449614025294284,0.0008126015857514428,6.302721005394346e-05,1.0769627344040643e-05,5.586431957426525e-05,3.623184422084264e-05,4.072065880185082e-05
12,6.0,0.312563636473247,0.6000000238418579,0.1375000029802322,0.9910462023809524,0.0024710948660713857,0.0013748304268972856,0.0004952869756789,0.000995871070498457,7.718998718261718e-05,1.2657634008498419e-05,6.81950443812779e-05,3.780326189313616e-05,5.0089962187267485e-05
13,6.0,0.29143240622111727,0.6000000238418579,0.1375000029802322,0.9889720833333334,0.003022373093377943,0.0016832869466145428,0.0006060765264601428,0.0012198371000743716,9.451336379277932e-05,1.5036498115176247e-05,8.332533700125558e-05,3.966075715564546e-05,6.153321329752604e-05
14,6.0,0.27559169701167513,0.6000000238418579,0.1375000029802322,0.9864391547619047,0.003693471400669629,0.002059768368675543,0.0007410851527622143,0.0014932789015996571,0.00011567448933914286,1.800638108026414e-05,0.00010186931501112589,4.18769048055013e-05,7.551977030436198e-05
15,6.0,0.2744058072566986,0.6000000238418579,0.1375000029802322,0.9833498214285713,0.0045088069661457855,0.002518635951450843,0.0009053323102678001,0.0018267311895460714,0.00014148727416985716,2.1689357030959354e-05,0.0001245696222214,4.4539188929966515e-05,9.26215217226983e-05
16,6.0,0.2744058072566986,0.6000000238418579,0.1375000029802322,0.9795874880952381,0.005496997674851157,0.003076961774553557,0.001104726771763357,0.002232756417410657,0.00017292323230555715,2.6233487083798362e-05,0.00015232177443728572,4.775321379162016e-05,0.00011353417387457143
17,6.0,0.26863204155649456,0.6000000238418579,0.1375000029802322,0.9750136428571429,0.006691252883184486,0.0037549064360118856,0.0013461780482700429,0.002726234026227657,0.00021113375127877144,3.181737336658296e-05,0.0001862013593400714,5.164651634579613e-05,0.00013910244169684286
18,6.0,0.25083819244589123,0.6000000238418579,0.1375000029802322,0.9694655119047618,0.008129442894345215,0.004576046921502943,0.0016376529482886573,0.003324645926339257,0.00025747197905035717,3.86551753452846e-05,0.00022749389939074287,5.637301853724889e-05,0.00017034962972
19,6.0,0.23387997916766573,0.6000000238418579,0.1375000029802322,0.962753619047619,0.009853876860119,0.005567615699404728,0.0019881850353422144,0.004048306547619014,0.00031351060849140003,4.700193568638393e-05,0.00027772632707862856,6.211815824962796e-05,0.0002085118873232143
20,6.0,0.218068248459271,0.6000000238418579,0.1375000029802322,0.95465975,0.011910633742559486,0.006760566778273772,0.0024077952706472575,0.0049204823753719856,0.00038105118233811426,5.715880039760044e-05,0.0003386974777947857,6.910470799037388e-05,0.00025507673862997144
21,6.0,0.20504777559212273,0.6000000238418579,0.1375000029802322,0.9449375833333333,0.0143479153645833,0.0081893565848214,0.0029072639973957855,0.005967345703124972,0.0004621202160062857,6.94778587704613e-05,0.0004125061383928143,7.759936014811198e-05,0.00031182686360671426
22,6.0,0.2032848298549652,0.6000000238418579,0.1375000029802322,0.9333142857142857,0.017213652715773773,0.009891315290178528,0.003497731724330329,0.0072176296502975855,0.0005589426967075429,8.43656238374256e-05,0.0005015703124999571,8.79198259626116e-05,0.00038088718959257146
23,6.0,0.2032848298549652,0.6000000238418579,0.1375000029802322,0.9194956666666666,0.02055115141369043,0.011905364025297585,0.004189991675967229,0.0087018704427083,0.0006738833124069428,0.00010228413318449434,0.0006086317313057572,0.00010044229125974867,0.0004647736235118714
24,6.0,0.20042384309428077,0.6000000238418579,0.1375000029802322,0.9031762142857144,0.0243934501488095,0.014269857328869028,0.0049934366629463866,0.010451026785714258,0.0008093394252231572,0.00012374808756507143,0.0007367363106863571,0.00011560868908104286,0.0005664412725538999
25,6.0,0.1876930828605379,0.6000000238418579,0.1375000029802322,0.8840551904761905,0.02875539062499997,0.017019378720238072,0.005914608444940457,0.012494328124999971,0.0009675747535341714,0.00014931607491624286,0.0008891776994977285,0.00013393338158011427,0.0006893266950334286
26,6.0,0.17500386919294078,0.6000000238418579,0.1375000029802322,0.861858488095238,0.033624041666666646,0.02018021502976187,0.006955277157738057,0.014856155319940443,0.0011504769345237569,0.00017957345871692857,0.0010693901134672143,0.0001560079040526857,0.0008373780110676572
27,6.0,0.1631725260189601,0.6000000238418579,0.1375000029802322,0.8363678214285715,0.03894794419642853,0.02376454687499997,0.008110184616815428,0.017551847656249973,0.0013592340262276285,0.00021510421898245715,0.0012807744489397141,0.00018250292096814286,0.0010150643368675286
28,6.0,0.15278112888336176,0.6000000238418579,0.1375000029802322,0.8074556547619048,0.04462663764880948,0.02776353311011903,0.009364596633184499,0.020582525483630928,0.0015939326869419143,0.00025644947742275715,0.0015264438011532142,0.00021416535877041428,0.0012273522600446
29,6.0,0.1505971103906631,0.6000000238418579,0.1375000029802322,0.7751230357142856,0.05050272991071424,0.03213988244047614,0.010692076171874957,0.023929217261904716,0.0018531040504091857,0.00030405124046684284,0.0018088799758184,0.0002518090064638714,0.0014796373930431
30,6.0,0.1505971103906631,0.6000000238418579,0.1375000029802322,0.7395338690476191,0.0563598370535714,0.03682108891369046,0.012053052269345213,0.0275469936755952,0.002133268275669614,0.0003581819516136,0.0021295060686383426,0.00029629670933310005,0.0017776174897693
31,6.0,0.14932120697838916,0.6000000238418579,0.1375000029802322,0.7010397797619048,0.061929278273809486,0.041694841517857115,0.013394881696428529,0.03136020684523807,0.002428567429315414,0.00041886333356580004,0.0024881985212053285,0.0003485120442707857,0.0021270953776041284
32,6.0,0.1404438998017992,0.6000000238418579,0.1375000029802322,0.6601868452380952,0.06690809523809522,0.04660853124999996,0.0146540712425595,0.03526027380952378,0.0027305925176710857,0.0004857828194754143,0.002882786365327343,0.00040932002185634287,0.002533706845238057
33,6.0,0.13094902251447946,0.6000000238418579,0.1375000029802322,0.6176977797619048,0.07098823214285711,0.05137455803571424,0.01576101915922617,0.03910749999999997,0.0030285253441219716,0.0005582192789712857,0.003308616908482114,0.0004795167701357286,0.0030025749162946
34,6.0,0.12209605638469964,0.6000000238418579,0.1375000029802322,0.5744276011904762,0.07389372693452378,0.0557822901785714,0.016647085751488058,0.042738075892857115,0.003309681222098186,0.0006349940011160287,0.003758280180431529,0.0005597710890996572,0.0035379116908481997
35,6.0,0.11400019590343743,0.6000000238418579,0.1375000029802322,0.5312964166666667,0.07541907886904757,0.059616135416666646,0.017253027157738056,0.045976486607142826,0.0035604669828868856,0.0007144630882626,0.0042215900297619,0.0006505617327008143,0.004142593936011871
36,6.0,0.1115650832653045,0.6000000238418579,0.1375000029802322,0.48921048809523804,0.07546008110119043,0.06267744419642854,0.017537183779761885,0.048652206845238063,0.003767677315848186,0.0007945632789248,0.004685897181919614,0.0007521170131137856,0.004817761672246986
37,6.0,0.1115650832653045,0.6000000238418579,0.1375000029802322,0.44898495833333335,0.0740297172619047,0.0648065319940476,0.017481569754464243,0.05061820907738091,0.0039199270833333005,0.0008729162248883428,0.0051367556268601,0.0008643640601748001,0.0055624841889880565
38,6.0,0.11109090702874314,0.6000000238418579,0.1375000029802322,0.4112814821428571,0.07125451488095236,0.06590066071428569,0.017094425967261885,0.051768004464285686,0.004008969029017828,0.0009469863281249571,0.0055589115048362715,0.0009868988095237572,0.006373577752976157
39,6.0,0.10508905031851355,0.6000000238418579,0.1375000029802322,0.3765726071428571,0.06735301413690471,0.06592435119047615,0.016408487351190458,0.052047787946428545,0.004030635370163643,0.0010142687058221286,0.005937461588541628,0.0011189756556919,0.007245553943452358
40,6.0,0.09798438102006911,0.6000000238418579,0.1375000029802322,0.34513314583333327,0.06260204761904757,0.06491041964285711,0.015475665922619028,0.0514613415178571,0.003985220331101143,0.0010724857119605142,0.006259052455357114,0.0012595242745535287,0.008170766090029728
41,6.0,0.09136003255844109,0.6000000238418579,0.1375000029802322,0.31705595833333333,0.05729909747023807,0.06295219047619045,0.014359411830357115,0.05006716517857139,0.003877253766741043,0.0011197621837796998,0.006512929222470215,0.0014071933942521857,0.009139728701636885
42,6.0,0.0851835278528077,0.6000000238418579,0.1375000029802322,0.29228335119047616,0.05172874702380949,0.060189085565476155,0.013126569568452357,0.047968755952380926,0.0037147508835565003,0.0011547551269530715,0.006691696242559485,0.0015604136672246571,0.01014157189360117
43,6.0,0.08264944702386849,0.6000000238418579,0.1375000029802322,0.27064636607142856,0.046138095982142836,0.05678890104166664,0.01184030078124997,0.04530054687499996,0.0035081221168154425,0.0011767234933035286,0.006791688244047572,0.0017174750976562286,0.011164584914434486
44,6.0,0.08264944702386849,0.6000000238418579,0.1375000029802322,0.25190346428571425,0.04072308816964284,0.05293002604166663,0.010555002418154715,0.04221229799107139,0.0032689647972470003,0.0011855346098399858,0.006812961495535672,0.0018766089797246429,0.0121967827380952
45,6.0,0.0825319641402789,0.6000000238418579,0.1375000029802322,0.23577420833333332,0.0356247860863095,0.04878612276785711,0.009313576078869014,0.038854562127976174,0.0030089380115327145,0.0011816153041294144,0.006758941406249971,0.0020360669177827,0.013226454055059499
46,6.0,0.07863430785281311,0.6000000238418579,0.1375000029802322,0.22196556249999996,0.030932929687499954,0.04451465438988094,0.008146762927827329,0.035367030877976144,0.002738859770275257,0.0011658622698102286,0.0066358276599702,0.0021941908714657285,0.014242623139880927
47,6.0,0.07331814297607961,0.6000000238418579,0.1375000029802322,0.21019031845238095,0.026693941964285685,0.04024969494047616,0.007074014787946386,0.0318705948660714,0.0024680921223957856,0.0011395276925223,0.006451862072172557,0.0023494687499999714,0.015235416294642814
48,6.0,0.06836138452802383,0.6000000238418579,0.1375000029802322,0.20017883928571426,0.022920612723214242,0.036098709077380935,0.006105263857886857,0.028463124255952328,0.002204214122953843,0.0011040987839471285,0.006216569382440443,0.0025005739397321145,0.01619631603422614
49,6.0,0.06373973031129153,0.6000000238418579,0.1375000029802322,0.1916855476190476,0.019601651041666644,0.03214238206845236,0.005243048642113057,0.02521844084821424,0.0019529424525669286,0.0010611825125557714,0.005940044549851172,0.0026463894624255283,0.017118300967261857
50,6.0,0.0612282156944274,0.6000000238418579,0.1375000029802322,0.18449155059523806,0.01671004222470234,0.02843664322916663,0.004484603748139829,0.02218762090773807,0.0017182326311383572,0.0010124061802454715,0.005632346261160672,0.002786016996837757,0.01799588299851187
51,6.0,0.0612282156944274,0.6000000238418579,0.1375000029802322,0.1784048601190476,0.014209711681547586,0.025015949032738054,0.0038236897786458,0.01940177213541664,0.0015024936755952,0.0009593378208704857,0.005303023158482114,0.002918773716517814,0.01882507049851187
52,6.0,0.0612282156944274,0.6000000238418579,0.1375000029802322,0.17325897916666663,0.012060510416666642,0.021897105468749956,0.003252066871279743,0.016875548735119,0.001306860456194157,0.0009034284667968287,0.004960782133556514,0.003044181036086286,0.019603254650297584
53,6.0,0.058839187558208154,0.6000000238418579,0.1375000029802322,0.1689106770833333,0.010221644624255928,0.01908313932291663,0.0027605883789062,0.014610802827380929,0.0011314760858444572,0.0008459743419828143,0.0046132795293898285,0.0031619451729910284,0.020329066592261875
54,6.0,0.05486129543610976,0.6000000238418579,0.1375000029802322,0.1652374851190476,0.008653879371279729,0.016566853980654727,0.0023399685174850713,0.012600000558035685,0.0009757574404761285,0.0007880970749627429,0.0042670218098958,0.0032719360584076997,0.021002218563988043
55,6.0,0.05115233202065737,0.6000000238418579,0.1375000029802322,0.1621351785714286,0.0073208530505951995,0.014333907552083287,0.0019812753208704854,0.010829198009672586,0.0008386246512276715,0.0007307373860676428,0.003927353980654728,0.0033741615978422285,0.021623316406249943
56,6.0,0.047694118427378744,0.6000000238418579,0.1375000029802322,0.15951525595238092,0.006189719215029728,0.012365352864583287,0.0016762257254463856,0.009280481119791642,0.0007186904064359572,0.0006746595749627572,0.003598508603050586,0.0034687441871279717,0.0221936927083333
57,6.0,0.0454241016081401,0.6000000238418579,0.1375000029802322,0.15730278125,0.005231334914434485,0.010639642206101184,0.0014173312174478713,0.0079338663504464,0.0006144071335564856,0.0006204629778180571,0.003283695684523786,0.003555898623511886,0.022715239211309485
58,6.0,0.045358978211879696,0.6000000238418579,0.1375000029802322,0.15543437202380947,0.004420211542038657,0.009134138857886871,0.0011979443359374715,0.006768712518601157,0.0005241763916015286,0.0005685983421688572,0.002985218331473172,0.0036359098307291284,0.023190272321428514
59,6.0,0.045358978211879696,0.6000000238418579,0.1375000029802322,0.1538564598214285,0.003734250883556514,0.007826229445684514,0.001012244721912143,0.005764718377976143,0.0004464260312034571,0.0005193858003161714,0.002704596865699357,0.003709114490327328,0.023621393229166628
60,6.0,0.04402722045779223,0.6000000238418579,0.1375000029802322,0.15252378869047614,0.0031544617280505715,0.006694075427827357,0.0008551862211681001,0.004902579985119028,0.0003796611211867,0.0004730340518042715,0.0024426945684523573,0.0037758852306547285,0.024011378720238057
61,6.0,0.0410507081874779,0.6000000238418579,0.1375000029802322,0.15139817410714282,0.0026645878208705286,0.005717114955357114,0.0007224262985955571,0.0041643923921130714,0.0003224950503394286,0.00042965863909035716,0.0021998379138764286,0.0038366150483630716,0.024363095238095215
62,6.0,0.03827542705195286,0.6000000238418579,0.1375000029802322,0.15044739136904758,0.0022507669038317997,0.0048763458891368855,0.0006102473958332714,0.0035338566778273573,0.00027366563778825713,0.00038929914202002856,0.0019759257114954857,0.0038917086588541425,0.024679432663690413
63,6.0,0.035687770162309854,0.6000000238418579,0.1375000029802322,0.14964422619047615,0.0019012466052826856,0.0041544708426339,0.0005154811314173572,0.0029963492838541287,0.00023204050990508572,0.00035193482898524285,0.0017705260881695857,0.003941571103050557,0.02496323288690473
64,6.0,0.03374797478318213,0.6000000238418579,0.1375000029802322,0.14896570684523805,0.0016060587332588714,0.0035359319661458,0.00043543759300589997,0.002538904529389843,0.00019661548142202857,0.00031749810209722855,0.0015829606817335715,0.003986601422991029,0.025217249255952357
65,6.0,0.0336027555167675,0.6000000238418579,0.1375000029802322,0.14839246428571423,0.0013567597539992,0.003006867652529714,0.0003678344087146143,0.0021501287899925144,0.00016650826154431428,0.0002858862362815714,0.0014123751162574143,0.004027187127976129,0.025444125372023767
66,6.0,0.0336027555167675,0.6000000238418579,0.1375000029802322,0.14790813244047615,0.0011462124837239285,0.0025550247395832717,0.0003107393391926571,0.0018200847981770572,0.0001409493103026714,0.00025697124953492857,0.0012577973632812,0.004063700520833285,0.0256463638392857
67,6.0,0.03289571989859851,0.6000000238418579,0.1375000029802322,0.14749889732142854,0.0009683881022134858,0.002169643810453829,0.0002625189441498857,0.0015401576683407429,0.00011927144368485716,0.0002306080729166143,0.0011181859537759999,0.004096494745163643,0.0258263136160714
68,6.0,0.030716749440346414,0.6000000238418579,0.1375000029802322,0.14715309821428568,0.0008181892787387857,0.0018413267299106713,0.00022179191080722857,0.001302914713541614,0.00010089909290131145,0.0002066412266321857,0.0009924673316591857,0.004125902855282714,0.02598616294642853
69,6.0,0.028640107384749775,0.6000000238418579,0.1375000029802322,0.1468608958333333,0.0006913205682663144,0.0015619034598213714,0.00018739211890807144,0.0011019687848771856,8.533763122558593e-05,0.00018491008358905713,0.0008795651041666287,0.004152236328124957,0.0261279348958333
70,6.0,0.02670385901417047,0.6000000238418579,0.1375000029802322,0.14661396874999996,0.0005841492629277714,0.0013243000837053001,0.0001583351338704,0.0009318498418898428,7.216344342912945e-05,0.0001652530125209,0.0007784225492930999,0.004175785574776757,0.026253492187499974
71,6.0,0.025397264088193535,0.6000000238418579,0.1375000029802322,0.14646022916666668,0.0005174423014322666,0.0011756888834634999,0.0001402498575846,0.0008258049045138334,6.395121086968316e-05,0.00015233231268983334,0.0007124690483940667,0.004191130967881933,0.026334654513888833
0,6.0,0.5,0.4250000119209289,0.1375000029802322,0.9994632380952382,0.0002485224725632143,0.00011778763398665715,3.7551869346981955e-05,5.9552295503162204e-05,9.801626387096585e-06,7.126947402954101e-06,5.623159226917085e-06,2.5747764587402345e-05,2.348517758505685e-06
1,6.0,0.5,0.4250000119209289,0.1375000029802322,0.999317380952381,0.0002558512602306143,0.00014742891148154287,5.225726972307478e-05,8.583613223121279e-05,1.026658584958031e-05,6.690345673334031e-06,7.701116016932895e-06,2.6676895504906065e-05,3.3600640069870724e-06
2,6.0,0.5,0.4250000119209289,0.1375000029802322,0.9991313690476191,0.00029076608131041427,0.00017521645827514286,6.075138636997768e-05,0.00011388049025757144,1.134312511625744e-05,6.347488948277065e-06,9.727994918823241e-06,2.755336325509207e-05,4.680398850213914e-06
3,6.0,0.5,0.4250000119209289,0.1375000029802322,0.9989053452380953,0.00034146068173358573,0.00020642304629367144,7.064194452194941e-05,0.0001420176159086,1.2758280436197917e-05,6.105677468436105e-06,1.1829748971121652e-05,2.8390428088960193e-05,6.312506902785528e-06
