time,y0_index,beta,Ca,delta,Susceptible,Exposed,Infectious_asymptomatic,Infectious_pre-symptomatic,Infectious_mild,Infectious_severe,Hospitalized_recovered,Hospitalized_deceased,Recovered,Deceased
56,13.0,0.047694118427378744,0.6000000238418579,0.1375000029802322,0.6801433571428571,0.024136626116071428,0.022130218750000003,0.005634144042968728,0.017155128348214286,0.0013285110735211856,0.0003960517578124571,0.0022699806082589,0.0011489679129463716,0.005687601353236585
57,13.0,0.0454241016081401,0.6000000238418579,0.1375000029802322,0.6668414910714286,0.02403280078125,0.022331556919642857,0.005628999093191957,0.01732499720982143,0.0013416657366071,0.000408063860212,0.0023356960449218145,0.0012030969063894573,0.0060367702287946285
58,13.0,0.045358978211879696,0.6000000238418579,0.1375000029802322,0.6537225178571429,0.023831155412946427,0.022446339006696427,0.005600686174665172,0.01742688895089286,0.001349556274414043,0.00041904867989671433,0.002395185546874957,0.0012587751290456999,0.006395439871651758
59,13.0,0.045358978211879696,0.6000000238418579,0.1375000029802322,0.6408360714285715,0.023535458984375,0.022473359933035713,0.005549775669642828,0.017459581473214286,0.0013520881347655715,0.0004288890816824429,0.0024477916434151427,0.001315856427873857,0.0067626155831473
60,13.0,0.04402722045779223,0.6000000238418579,0.1375000029802322,0.6282279553571428,0.023150909598214284,0.022412790457589284,0.0054772016601562145,0.01742295396205357,0.0013492516741070999,0.0004374803030831,0.0024929342215401426,0.0013741796177455,0.007137208775111586
61,13.0,0.0410507081874779,0.6000000238418579,0.1375000029802322,0.6159394017857143,0.022683933872767854,0.022266133370535714,0.005384220424107128,0.01731797265625,0.0013411218959263002,0.0004447324262346286,0.002530124755859343,0.0014335703648158144,0.007518050083705328
62,13.0,0.03827542705195286,0.6000000238418579,0.1375000029802322,0.6040067142857143,0.022142046595982144,0.022036179687499997,0.0052723692801339,0.01714665345982143,0.0013278547886439284,0.0004505721609932429,0.0025589769810267574,0.0014938432791573287,0.007903904227120515
63,13.0,0.035687770162309854,0.6000000238418579,0.1375000029802322,0.5924611875,0.021533493024553572,0.0217268984375,0.005143417271205343,0.016911987723214287,0.0013096820242745001,0.00045494448852534283,0.0025792152622767426,0.0015548041992187,0.008293483258928572
64,13.0,0.03374797478318213,0.6000000238418579,0.1375000029802322,0.5813285357142857,0.020867111328125,0.02134329771205357,0.004999305315290158,0.016617833147321428,0.001286902343749957,0.0004578137076241143,0.0025906796874999713,0.0016162530517577715,0.008685468331473213
65,13.0,0.0336027555167675,0.6000000238418579,0.1375000029802322,0.5706292857142857,0.020151996093749996,0.020891271484375,0.0048420909598214145,0.01626879185267857,0.0012598723144530857,0.00045916387939450004,0.0025933279157365715,0.001677986206054643,0.009078525390625
66,13.0,0.0336027555167675,0.6000000238418579,0.1375000029802322,0.5603787857142857,0.019397375558035716,0.020377415736607143,0.004673895019531214,0.015870065848214286,0.0012289946463448285,0.00045899874877925714,0.0025872333984374714,0.0017397992989675714,0.009471322265625
67,13.0,0.03289571989859851,0.6000000238418579,0.1375000029802322,0.5505876160714286,0.01861226060267857,0.019808845703124998,0.004496844726562457,0.0154273125,0.0011947073451450286,0.0004573410993303143,0.0025725803222656,0.0018014896763392286,0.009862545479910714
68,13.0,0.030716749440346414,0.6000000238418579,0.1375000029802322,0.5412614464285714,0.017805382254464285,0.01919301450892857,0.004313026646205328,0.014946481863839286,0.0011574712960379,0.00045423177228651423,0.0025496577845981858,0.0018628590087890428,0.010250916573660715
69,13.0,0.028640107384749775,0.6000000238418579,0.1375000029802322,0.5324018482142857,0.016984962053571428,0.018537523716517856,0.004124445765903985,0.014433670200892857,0.0011177586146762857,0.0004497280927385143,0.0025188481445312144,0.0019237153843470428,0.0106352119140625
70,13.0,0.02670385901417047,0.6000000238418579,0.1375000029802322,0.5240066071428572,0.016158644670758927,0.017849964285714285,0.003932992187499957,0.013894983258928571,0.001076042096819143,0.0004439020603724428,0.0024806170828682575,0.0019838760986327715,0.011014270507812498
71,13.0,0.025397264088193535,0.6000000238418579,0.1375000029802322,0.5182759270833334,0.0155684892578125,0.017344004557291667,0.003795454508463533,0.013498224283854166,0.0010453166503905668,0.00043901735432936667,0.0024492794596353666,0.0020263594156900333,0.011281455078125
0,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9982385267857143,0.0007073534284318714,0.00030512495204375713,0.0001270686111449857,0.00018628493826724287,4.8085572378976e-05,2.4608491352626255e-05,2.495428603036063e-05,0.00025842626517154284,1.6536470140729633e-05
1,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9979446696428571,0.0006330671648297285,0.0003852907627650143,0.00014534284537174284,0.00026324516732348575,4.3859808785574776e-05,2.3625994546072824e-05,3.461389868600027e-05,0.00026167367989672857,2.1084117344447544e-05
2,13.0,0.5,0.4250000119209289,0.1375000029802322,0.99759875,0.0006297241908481858,0.0004379947727748,0.00014626418849395713,0.0003224882768903,4.134427642822266e-05,2.2619502203805107e-05,4.199586813790458e-05,0.00026478628976000005,2.691333362034389e-05
3,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9972163035714285,0.0006554809134346571,0.0004809182957240143,0.00014917939104348572,0.00036525945172987144,3.9702686309814454e-05,2.1644298553466798e-05,4.774544743129186e-05,0.00026776510620112856,3.373181315830776e-05
4,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9968028482142858,0.0006938894130161286,0.0005210251595633,0.00015565550667892856,0.00039971710205072855,3.8916362217494413e-05,2.073603684561593e-05,5.233864375523159e-05,0.0002706167646135,4.132900238037109e-05
5,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9963596607142857,0.0007387689470563285,0.0005611224452426857,0.00016457809012272858,0.0004312308959960429,3.894749505179269e-05,1.9925363813127793e-05,5.618125697544643e-05,0.0002733523864745429,4.956119319370815e-05
6,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9958859464285714,0.0007879794921874715,0.0006024306727817572,0.00017504567391527144,0.0004625270254952143,3.969085584368025e-05,1.923554175240653e-05,5.960004370553153e-05,0.0002759867510113857,5.8340325491768975e-05
7,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9953800446428571,0.0008409104875836714,0.0006455801042828714,0.00018661034284315713,0.0004948875078473286,4.102509907313755e-05,1.868147114345006e-05,6.284198488507951e-05,0.0002785372837611143,6.762174279349191e-05
8,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9948400625,0.0008974789777482858,0.0006909756905691428,0.00019909840611044284,0.0005289323643275286,4.284437997000558e-05,1.82708500453404e-05,6.608618600027901e-05,0.0002810228402273571,7.739294324602399e-05
9,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9942637232142858,0.0009578040858676999,0.0007389338204519571,0.00021246958269387144,0.0005650039672851143,4.506790270124163e-05,1.8006080899919783e-05,6.945965031215123e-05,0.00028346292114251427,8.766439601353237e-05
10,13.0,0.5,0.4250000119209289,0.1375000029802322,0.993648875,0.0010220605119977144,0.0007897264578682714,0.0002267364610944,0.0006033330601283143,4.763870021275112e-05,1.7886096954345703e-05,7.305184500558036e-05,0.00028587708827422856,9.846283394948414e-05
11,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9929929107142856,0.0010904927106584427,0.0008436069946288571,0.0002419376177106,0.0006441067068917143,5.051907730102539e-05,1.7907798767089845e-05,7.692616489955358e-05,0.0002882846505300857,0.00010982650211874285
12,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9922933482142857,0.0011633046177455,0.0009008230329240429,0.0002581237901959857,0.0006875001831054429,5.3686214991978234e-05,1.8067099707467216e-05,8.112849971226283e-05,0.0002907043718610143,0.00012180181666777142
13,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9915473660714286,0.001240745971679657,0.0009616119733537428,0.00027534634399409996,0.0007336830880300857,5.712786265781948e-05,1.8359634671892442e-05,8.569336155482702e-05,0.0002931545366559143,0.00013444123840327144
14,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9907520625,0.0013230905238559715,0.0010262111380440286,0.0002936616690498714,0.0007828252650669143,6.0839467729840954e-05,1.8781206403459823e-05,9.064805821010044e-05,0.00029565278407501426,0.00014780183628621427
15,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9899043035714286,0.0014106133510044284,0.0010948730119977287,0.0003131378261020714,0.0008351059919084428,6.482257352556501e-05,1.932808876037598e-05,9.601567731584822e-05,0.0002982162301199286,0.00016194451250342858
16,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9890009107142858,0.0015035726492745,0.0011678410818917,0.0003338324018205429,0.0008907086791991858,6.908278002057756e-05,1.9997200284685408e-05,0.00010181715502054508,0.00030086149379179996,0.00017693345642085713
17,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9880385625,0.0016022382114955001,0.0012453653564452713,0.0003558090427943286,0.0009498199114117857,7.362852913992745e-05,2.078617749895368e-05,0.00010807252175462857,0.00030360488891595713,0.00019283597673684286
18,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9870135892857144,0.0017069943673269571,0.001327708321707557,0.0003791399884904714,0.0010126324026924715,7.847055707659041e-05,2.1693400519234793e-05,0.00011480177416114285,0.00030646249389642855,0.00020972239031105715
19,13.0,0.5,0.4250000119209289,0.1375000029802322,0.985922125,0.0018180849609374715,0.0014151493443080143,0.0004039016069684143,0.0010793556082588857,8.362217494419642e-05,2.2718017850603376e-05,0.00012202560097825715,0.00030945009504042856,0.00022766616821284286
20,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9847604464285714,0.0019358078787667,0.0015079495326450428,0.00043015337262830003,0.001150196341378314,8.909734235491071e-05,2.3859911237444194e-05,0.00012976569693424288,0.0003125834786551,0.0002467438354491714
21,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9835243482142857,0.002060498116629429,0.0016063939208984,0.0004579744175501857,0.0012253669782365574,9.49110837663923e-05,2.5119654791695733e-05,0.00013804490661614285,0.0003158784659249,0.00026703538731161425
22,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9822095892857143,0.0021924844796316714,0.0017107635149274287,0.0004874351981026429,0.0013050850306919142,0.00010107927267888683,2.6498467581612724e-05,0.00014688731384272856,0.0003193510044642286,0.00028862436349045716
23,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9808116517857143,0.0023320909598213853,0.0018213538818359,0.0005186146937778571,0.001389575003487657,0.00010761860765724285,2.799816622052874e-05,0.0001563182918003143,0.0003230172685895143,0.0003115980093819429
24,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9793258482142857,0.0024796597726004,0.0019384638148716143,0.0005515900181361,0.0014790671735490715,0.0001145464248657,2.9621134894234793e-05,0.00016636459350580002,0.0003268936331612143,0.00033604755074634286
25,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9777474464285715,0.0026355072195870283,0.002062397670200843,0.0005864390607560858,0.0015737964564731572,0.00012188057599744286,3.137026841299874e-05,0.00017705429731091428,0.0003309969220842143,0.0003620684029715143
26,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9760714107142857,0.002799931152343714,0.0021934523228236144,0.0006232323521205,0.0016739968436104286,0.0001296389443533286,3.324893024989537e-05,0.00018841664123531428,0.00033534430803565716,0.00038976031494135713
27,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9742924285714285,0.002973281215122743,0.0023319333496093285,0.000662047895159,0.0017799018554687286,0.0001378394688197,3.526088333129883e-05,0.00020048193141387143,0.0003399534650529571,0.00041922752162385716
28,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9724053303571428,0.0031558237653459427,0.0024781396484374715,0.0007029565168107714,0.0018917461111885858,0.00014650020926332857,3.741026142665318e-05,0.00021328142656592856,0.0003448426077705857,0.0004505789315359428
29,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9704046249999999,0.0033478277413504,0.002632357735770043,0.0007460224609374714,0.0020097569056919287,0.00015563866315565714,3.970149939400809e-05,0.00022684710911337143,0.0003500305437360286,0.00048392825753341425
30,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9682845089285715,0.0035495918317522,0.0027948736397879143,0.0007913136771065429,0.0021341548200334427,0.00016527187456398572,4.213927296229771e-05,0.00024121142578120003,0.0003555367257253857,0.0005193941432407428
31,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9660394017857143,0.003761350341796843,0.0029659646693638146,0.0008388929356165714,0.002265157540457529,0.00017541666085374287,4.4728446415492466e-05,0.0002564071633474857,0.0003613811950683143,0.0005571000889368858
32,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9636634642857143,0.0039833312988281,0.0031458946358816713,0.0008888173740931428,0.002402972760881657,0.0001860890873499857,4.7474046434674946e-05,0.00027246719360347145,0.00036758462524408574,0.0005971746390206142
33,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9611507857142857,0.004215679129464272,0.0033349008789062,0.0009411298130579858,0.002547793422153971,0.0001973040466308143,5.038117762974331e-05,0.0002894243120465571,0.00037416842651362853,0.0006397512730189286
34,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9584954107142857,0.0044585340401785715,0.0035332018694196,0.000995870954241,0.0026997932477677996,0.0002090750122069857,5.345495823451451e-05,0.00030731072998041426,0.0003811546761648571,0.0006849685756138
35,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9556913392857143,0.004711936104910685,0.0037409795968191433,0.0010530635811941572,0.002859124128069157,0.0002214137115477857,5.67004519871303e-05,0.00032615775844025715,0.0003885661315917571,0.0007329696306500714
36,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9527327857142858,0.004975933593749972,0.0039583803362164575,0.0011127214181082142,0.003025907435825843,0.00023432955060681426,6.012256840297154e-05,0.00034599539184564283,0.0003964262695312,0.0007839024396623428
37,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9496139017857143,0.005250480468749971,0.004185514264787928,0.0011748471330914857,0.003200237060546843,0.0002478297794886428,6.372594887869699e-05,0.00036685157557890004,0.0004047591073171857,0.0008379188494000714
38,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9463289196428571,0.005535463448660685,0.0044224513113839,0.0012394318673269857,0.0033821748046874572,0.0002619192047118571,6.751499611990792e-05,0.00038875239780967146,0.0004135893598283571,0.0008951754760741714
39,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9428722589285714,0.005830670061383914,0.004669196149553543,0.0013064378313336713,0.0035717409667968283,0.00027659940011155715,7.149368395124163e-05,0.0004117211434500143,0.0004229423392159143,0.0009558326416015001
40,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9392385714285715,0.006135838309151757,0.004925703822544614,0.0013758196498325427,0.003768910365513357,0.0002918683733258428,7.566548047746931e-05,0.0004357776663643571,0.00043284379359647145,0.0010200538678850001
41,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9354228750000001,0.006450577078683015,0.005191856166294642,0.0014475044119698285,0.003973607910156214,0.0003077203674315857,8.00332281930106e-05,0.0004609378967284572,0.000443319946289,0.0010880053885323
42,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9314204821428572,0.006774380789620528,0.005467466238839257,0.001521398943219857,0.004185703334263372,0.0003241452157156286,8.459903717041016e-05,0.00048721324375692855,0.0004543973257881714,0.001159855468749957
43,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9272270357142858,0.007106665248325872,0.005752255580357114,0.0015973803885323144,0.0044049999302455,0.0003411277640206143,8.936416516985213e-05,0.0005146099461146286,0.00046610263061517144,0.0012357734374999429
44,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9228386964285714,0.0074466817801338995,0.006045863978794628,0.0016753035888671286,0.004631235002790142,0.00035864765276222857,9.432889556884766e-05,0.0005431280604770714,0.0004784627816336,0.001315929565429643
45,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9182523928571429,0.007793604073660685,0.006347829031808029,0.0017549928850446,0.004864069684709786,0.00037667863682334284,9.949238477432835e-05,0.0005727611345563286,0.0004915045645577,0.0014004935302734001
46,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9134655357142858,0.008146455915178572,0.006657592145647299,0.0018362460065568713,0.005103088448660699,0.0003951885550362143,0.00010485255323131428,0.000603494934082,0.0005052546517507857,0.0014896331787108998
47,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9084760714285715,0.008504127232142857,0.006974485351562486,0.0019188293631416857,0.005347793457031243,0.00041413876778734286,0.00011040593719477143,0.0006353072160992857,0.0005197392665317571,0.0015835138462611143
48,13.0,0.5,0.4250000119209289,0.1375000029802322,0.9032830000000001,0.00886536928013393,0.007297729213169629,0.002002478585379414,0.0055975995396205,0.0004334840393066,0.000116147567749,0.0006681667218889,0.0005349841308593142,0.0016822968226841144
49,13.0,0.5,0.4250000119209289,0.1375000029802322,0.8978861250000001,0.009228761021205357,0.007626416852678543,0.002086890938895043,0.005851828892299085,0.0004531717834472,0.00012207081604,0.0007020323137555571,0.0005510141601562143,0.0017861380615234001
50,13.0,0.5,0.4250000119209289,0.1375000029802322,0.8922859910714286,0.009592872349330357,0.007959533203124971,0.002171742919921843,0.006109706542968714,0.000473142098563,0.0001281672864641,0.0007368525477817715,0.0005678532714843285,0.0018951860525948285
51,13.0,0.5,0.4250000119209289,0.1375000029802322,0.8864844017857143,0.009956038225446428,0.0082959482421875,0.0022566814662388,0.006370373465401757,0.0004933284258160571,0.00013442670549659999,0.0007725650024413428,0.0005855240391322143,0.0020095810546874714
52,13.0,0.5,0.4250000119209289,0.1375000029802322,0.8804841607142857,0.010316478236607142,0.008634403738839285,0.0023413155691963997,0.006632874023437471,0.0005136567208425714,0.00014083687700541429,0.0008090956072125714,0.0006040476422990429,0.002129453090122743
53,13.0,0.5,0.4250000119209289,0.1375000029802322,0.8742890892857142,0.01067233998325893,0.0089735224609375,0.002425228969028972,0.006896155552455342,0.0005340454711913714,0.00014738344464978572,0.0008463583897181428,0.0006234434552873429,0.0022549196777343285
54,13.0,0.5,0.4250000119209289,0.1375000029802322,0.8679042678571428,0.011021685407366071,0.009311821428571428,0.0025079855608258574,0.007159078404017828,0.0005544064854212857,0.00015404998343327144,0.0008842550310407,0.0006437286725725142,0.0023860845075334286
55,13.0,0.5,0.4250000119209289,0.1375000029802322,0.8613358392857143,0.011362477818080358,0.00964771693638393,0.0025891278599329856,0.007420421247209814,0.0005746451677594429,0.00016081788853232858,0.0009226744384765,0.0006649183088029715,0.0025230352608816855
56,13.0,0.5,0.4250000119209289,0.1375000029802322,0.8545913482142857,0.011692593470982143,0.009979522181919642,0.002668175013950857,0.007678886160714271,0.0005946609584262857,0.00016766639055518573,0.0009614931030272857,0.0006870246320451572,0.0026658420410155858
57,13.0,0.5,0.4250000119209289,0.1375000029802322,0.8476793571428571,0.012009967354910714,0.0103054775390625,0.0027446426130022,0.007933106375558014,0.000614348005022257,0.00017457250758574284,0.001000575073242143,0.0007100569545200428,0.0028145555594307715
58,13.0,0.5,0.4250000119209289,0.1375000029802322,0.8406096964285714,0.012312467075892857,0.0106237607421875,0.002818039969308014,0.008181665178571414,0.0006335967232839857,0.00018151116071424283,0.0010397725917271,0.0007340213710239429,0.002969204345703086
59,13.0,0.5,0.4250000119209289,0.1375000029802322,0.8333933125,0.012597986607142857,0.010932502232142857,0.0028878733956472996,0.008423106863839286,0.0006522942156110144,0.00018845529828748572,0.0010789262346539714,0.0007589204363141428,0.0031297942940847717
60,13.0,0.5,0.4250000119209289,0.1375000029802322,0.8260422857142858,0.012864453404017857,0.011229802734375,0.0029536524483816428,0.0086559453125,0.0006703254394530714,0.00019537595912382858,0.0011178665073939287,0.000784752973284,0.003296306047712014
61,13.0,0.5,0.4250000119209289,0.1375000029802322,0.8185697946428572,0.013109886997767857,0.011513751953125,0.0030149009137834426,0.008878683314732143,0.0006875745588029715,0.00020224247959677141,0.0011564144287108857,0.0008115138811383572,0.0034686939871651427
62,13.0,0.5,0.4250000119209289,0.1375000029802322,0.8109899642857142,0.013332421735491071,0.011782462332589285,0.003071162806919614,0.009089835518973214,0.0007039265136718286,0.0002090226963587714,0.0011943823765345571,0.0008391935947962715,0.0036468844168526283
63,13.0,0.5,0.4250000119209289,0.1375000029802322,0.803317625,0.01353034291294643,0.012034090959821428,0.0031220092075892572,0.009287944893973213,0.0007192682843889,0.00021568324497762858,0.0012315766601562,0.0008677784075055428,0.003830774414062457
64,13.0,0.5,0.4250000119209289,0.1375000029802322,0.7955686339285715,0.013702060546875,0.012266862025669642,0.0031670452706472714,0.009471603655133928,0.0007334910191126857,0.00022218978881829998,0.0012677986886160287,0.0008972498081751858,0.004020232107979872
65,13.0,0.5,0.4250000119209289,0.1375000029802322,0.7877591607142858,0.01384621958705357,0.012479091378348215,0.0032059142368861286,0.009639471261160715,0.0007464908883230714,0.00022850739179334289,0.0013028472900390286,0.0009275847167968287,0.004215095145089272
66,13.0,0.5,0.4250000119209289,0.1375000029802322,0.779906125,0.013961642578125,0.012669215401785715,0.0032383051409039716,0.009790297433035713,0.0007581709943498429,0.00023460086931495716,0.0013365203159876713,0.0009587553798130142,0.0044151699218749575
67,13.0,0.5,0.4250000119209289,0.1375000029802322,0.7720267589285715,0.014047417689732142,0.01283581361607143,0.0032639582519531003,0.009922939453125,0.0007684428536550858,0.00024043513706747144,0.0013686178850445857,0.000990729248046843,0.004620232910156243
68,13.0,0.5,0.4250000119209289,0.1375000029802322,0.7641383839285715,0.014102851283482142,0.012977626953125,0.0032826681082588857,0.0100363798828125,0.0007772278093610143,0.0002459756949288143,0.0013989434814452857,0.0010234691772460429,0.004830030831473186
69,13.0,0.5,0.4250000119209289,0.1375000029802322,0.7562583482142857,0.014127581333705357,0.0130935869140625,0.003294292933872743,0.0101297451171875,0.0007844580339703857,0.0002511889801025,0.001427307617187457,0.0010569333496093286,0.0050442803431919436
70,13.0,0.5,0.4250000119209289,0.1375000029802322,0.7484039910714285,0.014121414341517856,0.013182823800223216,0.0032987458496093287,0.010202319056919642,0.0007900782906668142,0.0002560428248813571,0.0014535294538225144,0.0010910755440847713,0.0052626699218749715
71,13.0,0.5,0.4250000119209289,0.1375000029802322,0.7428170625,0.014099220377604166,0.0132307763671875,0.0032977668457031,0.010241852864583333,0.0007931398925781,0.00025928684488923335,0.0014709359944661334,0.0011158300374348332,0.005420890462239566
0,13.0,0.5,0.6000000238418579,0.1375000029802322,0.9982268303571429,0.0007173614763532,0.0003059123927524714,0.00012774917711527142,0.00018646080235068573,4.809919084821429e-05,2.4608617782592778e-05,2.4955081122262137e-05,0.00025842626517154284,1.65364898954119e-05
1,13.0,0.5,0.6000000238418579,0.1375000029802322,0.9978983392857143,0.0006658129098074285,0.00039106230381551427,0.00014944180079864286,0.00026555900355742856,4.403899165562221e-05,2.3629704066685267e-05,3.46370552607945e-05,0.0002616738455635714,2.108534812927246e-05
2,13.0,0.5,0.6000000238418579,0.1375000029802322,0.9975051517857143,0.000685208504813,0.0004528579929896286,0.00015510127476278573,0.00033033162580212855,4.195167323521206e-05,2.2640156064714703e-05,4.212428719656808e-05,0.0002647878941126571,2.6924554552350728e-05
3,13.0,0.5,0.6000000238418579,0.1375000029802322,0.9970611517857143,0.0007350595790317572,0.0005081294686453286,0.00016327617100304285,0.0003817486179896143,4.097962461199079e-05,2.1705470493861607e-05,4.812434332711356e-05,0.0002677719159806857,3.377929469517299e-05
4,13.0,0.5,0.6000000238418579,0.1375000029802322,0.9965696339285713,0.0008000556291852286,0.0005634996250697001,0.00017550527954098572,0.00042748035103928574,4.106637300763811e-05,2.0868578502110074e-05,5.3156521388462614e-05,0.00027063621738974286,4.1464532034737726e-05
5,13.0,0.5,0.6000000238418579,0.1375000029802322,0.9960292767857143,0.0008749024919782143,0.0006217572457449429,0.00019082888139992858,0.0004726437029157,4.215455136980329e-05,2.0165131432669504e-05,5.765540858677455e-05,0.0002733964800153,4.986744471958705e-05
6,13.0,0.5,0.6000000238418579,0.1375000029802322,0.9954365892857143,0.0009580533708844572,0.0006842788085937143,0.00020850588335304286,0.0005199456743512429,4.413742501395089e-05,1.9622305733816965e-05,6.1969664982387e-05,0.0002760725402831571,5.89346057346889e-05
7,13.0,0.5,0.6000000238418579,0.1375000029802322,0.9947871160714286,0.0010494739728654572,0.0007519439522879,0.0002282280186244,0.0005707950788224857,4.690346690586635e-05,1.9258652550833567e-05,6.636646488734654e-05,0.00027868739536825713,6.865916660853795e-05
8,13.0,0.5,0.6000000238418579,0.1375000029802322,0.9940756785714286,0.0011495792236327713,0.0008254797886439285,0.0002499552655900714,0.0006260319388252857,5.036387416294643e-05,1.908568845476423e-05,7.104623086111887e-05,0.00028126603916708577,7.906951468331474e-05
9,13.0,0.5,0.6000000238418579,0.1375000029802322,0.993296625,0.0012590639822823142,0.0009055607038225,0.0002737688424246143,0.0006862695399692571,5.4458835056849894e-05,1.9110051836286272e-05,7.615985761369978e-05,0.0002838345816475714,9.022045353480747e-05
10,13.0,0.5,0.6000000238418579,0.1375000029802322,0.9924438125,0.0013787194301059858,0.0009928775809151143,0.00029982176426474283,0.0007520543212890142,5.9155833108084545e-05,1.93354320526123e-05,8.182386234828404e-05,0.00028641984776084286,0.00010218689618788749
11,13.0,0.5,0.6000000238418579,0.1375000029802322,0.9915102857142858,0.0015093952985490572,0.0010881407470702713,0.00032829325212745716,0.0008239269757951571,6.444455119541713e-05,1.9764089584350587e-05,8.813240378243583e-05,0.00028904905918662857,0.00011505963897698571
12,13.0,0.5,0.6000000238418579,0.1375000029802322,0.9904889107142857,0.0016519806082588714,0.0011920880475724857,0.0003593786621093286,0.0009024440656389143,7.033169882638114e-05,2.0397942406790597e-05,9.516603415352958e-05,0.0002917497732979429,0.00012894261387411427
13,13.0,0.5,0.6000000238418579,0.1375000029802322,0.9893716875,0.001807515084402843,0.0013055067836216141,0.0003932995518275143,0.0009881918858119143,7.683729771205356e-05,2.1239304678780694e-05,0.000102997946602927,0.0002945496869768,0.00014395132664264286
14,13.0,0.5,0.6000000238418579,0.1375000029802322,0.9881501696428572,0.0019770521763392427,0.0014292359793526429,0.0004302940630231286,0.0010817997349329858,8.399237169538226e-05,2.2291397639683317e-05,0.00011169846888947143,0.00029747694178984286,0.00016021213204515716
15,13.0,0.5,0.6000000238418579,0.1375000029802322,0.9868150267857143,0.002161692731584786,0.0015641583251952856,0.00047060804094582856,0.0011839368547711428,9.183641488211496e-05,2.355868012564523e-05,0.00012133828844338572,0.00030056020246229997,0.00017786202566959998
16,13.0,0.5,0.6000000238418579,0.1375000029802322,0.9853562678571429,0.0023626687360490573,0.0017112160993303144,0.0005145104239327,0.0012953144008091,0.00010041589028493482,2.5047044209071566e-05,0.0001319905776977,0.00030382882690424285,0.00019704889787941428
17,13.0,0.5,0.6000000238418579,0.1375000029802322,0.9837632946428572,0.002581180768694171,0.001871405221121614,0.0005622803257533001,0.001416691510881643,0.00010978357805517143,2.6763954707554408e-05,0.00014373257664265714,0.00030731301879878575,0.00021793203735347142
18,13.0,0.5,0.6000000238418579,0.1375000029802322,0.9820247053571428,0.002818575613839243,0.0020457747453961573,0.0006142110246930286,0.0015488685825892287,0.00011999725777757143,2.8718500682285855e-05,0.00015664663042337141,0.0003110441589354857,0.00024068282209118575
19,13.0,0.5,0.6000000238418579,0.1375000029802322,0.9801282767857142,0.003076238525390571,0.002235438023158457,0.0006706159929547571,0.0016926937430245142,0.0001311197106497143,3.092142977033343e-05,0.00017082091849187145,0.00031505494907918573,0.0002654856305803
20,13.0,0.5,0.6000000238418579,0.1375000029802322,0.9780608482142857,0.0033555743233816574,0.0024415620465959432,0.0007318184291294286,0.0018490619594028715,0.00014321821812214285,3.338513565063476e-05,0.0001863499276296857,0.0003193796343121857,0.00029253845214837143
21,13.0,0.5,0.6000000238418579,0.1375000029802322,0.9758085000000001,0.003658012974330314,0.002665356236049086,0.0007981454119000572,0.0020189070870535427,0.0001563636627196857,3.612366485595703e-05,0.00020333483232765716,0.00032405424717488575,0.0003220542210169572
